dataset,algorithm,clusterer,feature,metric,seeds,n,mean,std
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_density_p10,1 2 3 4 5,5.0,0.5,0.0
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_density_p25,1 2 3 4 5,5.0,0.5783664554840358,0.0012425447431268473
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_density_p50,1 2 3 4 5,5.0,0.6678396020882147,0.0016417782000861482
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_density_p75,1 2 3 4 5,5.0,0.9194574787957142,0.012992957354757098
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_density_p90,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.3306930156486834,0.00133740350520821
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.13965841029954834,0.0037607688818475636
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.6858332040791127,0.004988045897658587
facebook,EgoNet-APM-W1,APM,W1,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.8670872661036596,0.0009404889324142319
facebook,EgoNet-APM-W2,APM,W2,runtime_sec,1 2 3 4 5,5.0,3.9858439080417156,0.05832614111872824
facebook,EgoNet-APM-W2,APM,W2,auc,1 2 3 4 5,5.0,0.9811761817349767,0.0034941451567237504
facebook,EgoNet-APM-W2,APM,W2,average_precision,1 2 3 4 5,5.0,0.9803054779025182,0.003738509385407954
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_count,1 2 3 4 5,5.0,7454.8,21.15892246783848
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_mean_size,1 2 3 4 5,5.0,23.412205913697807,0.06574034272737439
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_mean_density,1 2 3 4 5,5.0,0.7266523030614838,0.0018856163248573614
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_density_p10,1 2 3 4 5,5.0,0.5,0.0
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_density_p25,1 2 3 4 5,5.0,0.5783664554840358,0.0012425447431268473
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_density_p50,1 2 3 4 5,5.0,0.6678396020882147,0.0016417782000861482
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_density_p75,1 2 3 4 5,5.0,0.9194574787957142,0.012992957354757098
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_density_p90,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.3306930156486834,0.00133740350520821
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.13965841029954834,0.0037607688818475636
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.6858332040791127,0.004988045897658587
facebook,EgoNet-APM-W2,APM,W2,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.8670872661036596,0.0009404889324142319
facebook,EgoNet-APM-W3,APM,W3,runtime_sec,1 2 3 4 5,5.0,3.9858439080417156,0.05832614111872824
facebook,EgoNet-APM-W3,APM,W3,auc,1 2 3 4 5,5.0,0.9805684102817241,0.0037133452789930906
facebook,EgoNet-APM-W3,APM,W3,average_precision,1 2 3 4 5,5.0,0.9796379929863873,0.004011095570124762
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_count,1 2 3 4 5,5.0,7454.8,21.15892246783848
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_mean_size,1 2 3 4 5,5.0,23.412205913697807,0.06574034272737439
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_mean_density,1 2 3 4 5,5.0,0.7266523030614838,0.0018856163248573614
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_density_p10,1 2 3 4 5,5.0,0.5,0.0
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_density_p25,1 2 3 4 5,5.0,0.5783664554840358,0.0012425447431268473
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_density_p50,1 2 3 4 5,5.0,0.6678396020882147,0.0016417782000861482
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_density_p75,1 2 3 4 5,5.0,0.9194574787957142,0.012992957354757098
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_density_p90,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.3306930156486834,0.00133740350520821
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.13965841029954834,0.0037607688818475636
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.6858332040791127,0.004988045897658587
facebook,EgoNet-APM-W3,APM,W3,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.8670872661036596,0.0009404889324142319
facebook,EgoNet-APM-W4,APM,W4,runtime_sec,1 2 3 4 5,5.0,3.9858439080417156,0.05832614111872824
facebook,EgoNet-APM-W4,APM,W4,auc,1 2 3 4 5,5.0,0.9817070819257409,0.0034934170550504017
facebook,EgoNet-APM-W4,APM,W4,average_precision,1 2 3 4 5,5.0,0.9811606890877793,0.0037584134979347325
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_count,1 2 3 4 5,5.0,7454.8,21.15892246783848
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_mean_size,1 2 3 4 5,5.0,23.412205913697807,0.06574034272737439
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_mean_density,1 2 3 4 5,5.0,0.7266523030614838,0.0018856163248573614
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_density_p10,1 2 3 4 5,5.0,0.5,0.0
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_density_p25,1 2 3 4 5,5.0,0.5783664554840358,0.0012425447431268473
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_density_p50,1 2 3 4 5,5.0,0.6678396020882147,0.0016417782000861482
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_density_p75,1 2 3 4 5,5.0,0.9194574787957142,0.012992957354757098
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_density_p90,1 2 3 4 5,5.0,1.0,0.0
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.3306930156486834,0.00133740350520821
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.13965841029954834,0.0037607688818475636
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.6858332040791127,0.004988045897658587
facebook,EgoNet-APM-W4,APM,W4,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.8670872661036596,0.0009404889324142319
facebook,EgoNet-CC-W1,CC,W1,runtime_sec,1 2 3 4 5,5.0,2.369671841757372,0.11194015302579984
facebook,EgoNet-CC-W1,CC,W1,auc,1 2 3 4 5,5.0,0.993348707585831,0.0022422097985047135
facebook,EgoNet-CC-W1,CC,W1,average_precision,1 2 3 4 5,5.0,0.9918833841250555,0.0024202223324678025
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_count,1 2 3 4 5,5.0,3981.6,1.140175425099138
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_mean_size,1 2 3 4 5,5.0,43.83705346943709,0.01332248504708507
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_mean_density,1 2 3 4 5,5.0,0.6140604144853793,0.0004059073508804115
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_density_p10,1 2 3 4 5,5.0,0.36279411109982684,0.0006128997898188939
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_density_p25,1 2 3 4 5,5.0,0.4718627888119413,0.0004977360193183507
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_density_p50,1 2 3 4 5,5.0,0.5999315284178187,0.00015310711228426523
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_density_p75,1 2 3 4 5,5.0,0.7512091520302553,0.0008487803192299367
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_density_p90,1 2 3 4 5,5.0,0.9021292041292043,0.002274252829275338
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W1,CC,W1,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W2,CC,W2,runtime_sec,1 2 3 4 5,5.0,2.369671841757372,0.11194015302579984
facebook,EgoNet-CC-W2,CC,W2,auc,1 2 3 4 5,5.0,0.9931756829716013,0.002269875192948074
facebook,EgoNet-CC-W2,CC,W2,average_precision,1 2 3 4 5,5.0,0.9920221632399915,0.0023946811991866707
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_count,1 2 3 4 5,5.0,3981.6,1.140175425099138
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_mean_size,1 2 3 4 5,5.0,43.83705346943709,0.01332248504708507
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_mean_density,1 2 3 4 5,5.0,0.6140604144853793,0.0004059073508804115
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_density_p10,1 2 3 4 5,5.0,0.36279411109982684,0.0006128997898188939
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_density_p25,1 2 3 4 5,5.0,0.4718627888119413,0.0004977360193183507
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_density_p50,1 2 3 4 5,5.0,0.5999315284178187,0.00015310711228426523
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_density_p75,1 2 3 4 5,5.0,0.7512091520302553,0.0008487803192299367
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_density_p90,1 2 3 4 5,5.0,0.9021292041292043,0.002274252829275338
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W2,CC,W2,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W3,CC,W3,runtime_sec,1 2 3 4 5,5.0,2.369671841757372,0.11194015302579984
facebook,EgoNet-CC-W3,CC,W3,auc,1 2 3 4 5,5.0,0.990714388552095,0.0027580332129784812
facebook,EgoNet-CC-W3,CC,W3,average_precision,1 2 3 4 5,5.0,0.9894750988879873,0.003042964054777533
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_count,1 2 3 4 5,5.0,3981.6,1.140175425099138
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_mean_size,1 2 3 4 5,5.0,43.83705346943709,0.01332248504708507
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_mean_density,1 2 3 4 5,5.0,0.6140604144853793,0.0004059073508804115
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_density_p10,1 2 3 4 5,5.0,0.36279411109982684,0.0006128997898188939
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_density_p25,1 2 3 4 5,5.0,0.4718627888119413,0.0004977360193183507
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_density_p50,1 2 3 4 5,5.0,0.5999315284178187,0.00015310711228426523
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_density_p75,1 2 3 4 5,5.0,0.7512091520302553,0.0008487803192299367
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_density_p90,1 2 3 4 5,5.0,0.9021292041292043,0.002274252829275338
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W3,CC,W3,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W4,CC,W4,runtime_sec,1 2 3 4 5,5.0,2.369671841757372,0.11194015302579984
facebook,EgoNet-CC-W4,CC,W4,auc,1 2 3 4 5,5.0,0.9936325399396342,0.0021860450877787233
facebook,EgoNet-CC-W4,CC,W4,average_precision,1 2 3 4 5,5.0,0.9929786154668171,0.0023090465168904345
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_count,1 2 3 4 5,5.0,3981.6,1.140175425099138
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_mean_size,1 2 3 4 5,5.0,43.83705346943709,0.01332248504708507
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_mean_density,1 2 3 4 5,5.0,0.6140604144853793,0.0004059073508804115
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_density_p10,1 2 3 4 5,5.0,0.36279411109982684,0.0006128997898188939
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_density_p25,1 2 3 4 5,5.0,0.4718627888119413,0.0004977360193183507
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_density_p50,1 2 3 4 5,5.0,0.5999315284178187,0.00015310711228426523
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_density_p75,1 2 3 4 5,5.0,0.7512091520302553,0.0008487803192299367
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_density_p90,1 2 3 4 5,5.0,0.9021292041292043,0.002274252829275338
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,EgoNet-CC-W4,CC,W4,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,runtime_sec,1 2 3 4 5,5.0,0.31669407500885427,0.017971774573656982
facebook,Louvain,global,community_common_neighbors,modularity,1 2 3 4 5,5.0,0.834564392551003,0.00046357429815068076
facebook,Louvain,global,community_common_neighbors,coverage,1 2 3 4 5,5.0,0.9608640901181427,0.00023912212061152324
facebook,Louvain,global,community_common_neighbors,mean_density,1 2 3 4 5,5.0,0.28844285437636236,0.01380290963468691
facebook,Louvain,global,community_common_neighbors,mean_conductance,1 2 3 4 5,5.0,0.0538921145310623,0.004588512845494028
facebook,Louvain,global,community_common_neighbors,auc,1 2 3 4 5,5.0,0.9938927195972871,0.0008605850351244745
facebook,Louvain,global,community_common_neighbors,average_precision,1 2 3 4 5,5.0,0.9934242895605213,0.0012203635117239273
facebook,Louvain,global,community_common_neighbors,ego_cluster_count,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_mean_size,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_mean_density,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_density_p90,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_mean_conductance,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p10,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p25,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p50,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p75,1 2 3 4 5,5.0,0.0,0.0
facebook,Louvain,global,community_common_neighbors,ego_cluster_conductance_p90,1 2 3 4 5,5.0,0.0,0.0
