dataset,seed,algorithm,clusterer,feature,k,evaluated_k,precision,recall
enron,2.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
enron,2.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
enron,2.0,EgoNet-CC-W4,CC,W4,500.0,500.0,1.0,0.5
enron,2.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.968,0.968
enron,2.0,Louvain,global,community_common_neighbors,10.0,10.0,0.9,0.009
enron,2.0,Louvain,global,community_common_neighbors,20.0,20.0,0.95,0.019
enron,2.0,Louvain,global,community_common_neighbors,50.0,50.0,0.98,0.049
enron,2.0,Louvain,global,community_common_neighbors,100.0,100.0,0.97,0.097
enron,2.0,Louvain,global,community_common_neighbors,200.0,200.0,0.985,0.197
enron,2.0,Louvain,global,community_common_neighbors,500.0,500.0,0.982,0.491
enron,2.0,Louvain,global,community_common_neighbors,1000.0,1000.0,0.932,0.932
enron,3.0,EgoNet-APM-W1,APM,W1,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-APM-W1,APM,W1,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-APM-W1,APM,W1,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-APM-W1,APM,W1,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-APM-W1,APM,W1,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-APM-W1,APM,W1,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-APM-W1,APM,W1,1000.0,1000.0,0.892,0.892
enron,3.0,EgoNet-APM-W2,APM,W2,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-APM-W2,APM,W2,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-APM-W2,APM,W2,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-APM-W2,APM,W2,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-APM-W2,APM,W2,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-APM-W2,APM,W2,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-APM-W2,APM,W2,1000.0,1000.0,0.892,0.892
enron,3.0,EgoNet-APM-W3,APM,W3,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-APM-W3,APM,W3,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-APM-W3,APM,W3,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-APM-W3,APM,W3,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-APM-W3,APM,W3,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-APM-W3,APM,W3,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-APM-W3,APM,W3,1000.0,1000.0,0.892,0.892
enron,3.0,EgoNet-APM-W4,APM,W4,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-APM-W4,APM,W4,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-APM-W4,APM,W4,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-APM-W4,APM,W4,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-APM-W4,APM,W4,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-APM-W4,APM,W4,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-APM-W4,APM,W4,1000.0,1000.0,0.892,0.892
enron,3.0,EgoNet-CC-W1,CC,W1,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-CC-W1,CC,W1,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-CC-W1,CC,W1,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-CC-W1,CC,W1,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-CC-W1,CC,W1,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-CC-W1,CC,W1,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-CC-W1,CC,W1,1000.0,1000.0,0.969,0.969
enron,3.0,EgoNet-CC-W2,CC,W2,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-CC-W2,CC,W2,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-CC-W2,CC,W2,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-CC-W2,CC,W2,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-CC-W2,CC,W2,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-CC-W2,CC,W2,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-CC-W2,CC,W2,1000.0,1000.0,0.969,0.969
enron,3.0,EgoNet-CC-W3,CC,W3,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-CC-W3,CC,W3,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-CC-W3,CC,W3,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-CC-W3,CC,W3,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-CC-W3,CC,W3,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-CC-W3,CC,W3,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-CC-W3,CC,W3,1000.0,1000.0,0.961,0.961
enron,3.0,EgoNet-CC-W4,CC,W4,10.0,10.0,1.0,0.01
enron,3.0,EgoNet-CC-W4,CC,W4,20.0,20.0,1.0,0.02
enron,3.0,EgoNet-CC-W4,CC,W4,50.0,50.0,1.0,0.05
enron,3.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
enron,3.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
enron,3.0,EgoNet-CC-W4,CC,W4,500.0,500.0,1.0,0.5
enron,3.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.969,0.969
enron,3.0,Louvain,global,community_common_neighbors,10.0,10.0,1.0,0.01
enron,3.0,Louvain,global,community_common_neighbors,20.0,20.0,1.0,0.02
enron,3.0,Louvain,global,community_common_neighbors,50.0,50.0,0.96,0.048
enron,3.0,Louvain,global,community_common_neighbors,100.0,100.0,0.97,0.097
enron,3.0,Louvain,global,community_common_neighbors,200.0,200.0,0.975,0.195
enron,3.0,Louvain,global,community_common_neighbors,500.0,500.0,0.986,0.493
enron,3.0,Louvain,global,community_common_neighbors,1000.0,1000.0,0.931,0.931
enron,4.0,EgoNet-APM-W1,APM,W1,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-APM-W1,APM,W1,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-APM-W1,APM,W1,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-APM-W1,APM,W1,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-APM-W1,APM,W1,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-APM-W1,APM,W1,500.0,500.0,1.0,0.5
enron,4.0,EgoNet-APM-W1,APM,W1,1000.0,1000.0,0.876,0.876
enron,4.0,EgoNet-APM-W2,APM,W2,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-APM-W2,APM,W2,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-APM-W2,APM,W2,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-APM-W2,APM,W2,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-APM-W2,APM,W2,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-APM-W2,APM,W2,500.0,500.0,1.0,0.5
enron,4.0,EgoNet-APM-W2,APM,W2,1000.0,1000.0,0.876,0.876
enron,4.0,EgoNet-APM-W3,APM,W3,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-APM-W3,APM,W3,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-APM-W3,APM,W3,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-APM-W3,APM,W3,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-APM-W3,APM,W3,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-APM-W3,APM,W3,500.0,500.0,1.0,0.5
enron,4.0,EgoNet-APM-W3,APM,W3,1000.0,1000.0,0.875,0.875
enron,4.0,EgoNet-APM-W4,APM,W4,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-APM-W4,APM,W4,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-APM-W4,APM,W4,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-APM-W4,APM,W4,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-APM-W4,APM,W4,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-APM-W4,APM,W4,500.0,500.0,1.0,0.5
enron,4.0,EgoNet-APM-W4,APM,W4,1000.0,1000.0,0.876,0.876
enron,4.0,EgoNet-CC-W1,CC,W1,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-CC-W1,CC,W1,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-CC-W1,CC,W1,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-CC-W1,CC,W1,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-CC-W1,CC,W1,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-CC-W1,CC,W1,500.0,500.0,1.0,0.5
enron,4.0,EgoNet-CC-W1,CC,W1,1000.0,1000.0,0.957,0.957
enron,4.0,EgoNet-CC-W2,CC,W2,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-CC-W2,CC,W2,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-CC-W2,CC,W2,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-CC-W2,CC,W2,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-CC-W2,CC,W2,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-CC-W2,CC,W2,500.0,500.0,1.0,0.5
enron,4.0,EgoNet-CC-W2,CC,W2,1000.0,1000.0,0.957,0.957
enron,4.0,EgoNet-CC-W3,CC,W3,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-CC-W3,CC,W3,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-CC-W3,CC,W3,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-CC-W3,CC,W3,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-CC-W3,CC,W3,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-CC-W3,CC,W3,500.0,500.0,0.998,0.499
enron,4.0,EgoNet-CC-W3,CC,W3,1000.0,1000.0,0.945,0.945
enron,4.0,EgoNet-CC-W4,CC,W4,10.0,10.0,1.0,0.01
enron,4.0,EgoNet-CC-W4,CC,W4,20.0,20.0,1.0,0.02
enron,4.0,EgoNet-CC-W4,CC,W4,50.0,50.0,1.0,0.05
enron,4.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
enron,4.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
enron,4.0,EgoNet-CC-W4,CC,W4,500.0,500.0,1.0,0.5
enron,4.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.957,0.957
enron,4.0,Louvain,global,community_common_neighbors,10.0,10.0,1.0,0.01
enron,4.0,Louvain,global,community_common_neighbors,20.0,20.0,0.95,0.019
enron,4.0,Louvain,global,community_common_neighbors,50.0,50.0,0.98,0.049
enron,4.0,Louvain,global,community_common_neighbors,100.0,100.0,0.97,0.097
enron,4.0,Louvain,global,community_common_neighbors,200.0,200.0,0.985,0.197
enron,4.0,Louvain,global,community_common_neighbors,500.0,500.0,0.992,0.496
enron,4.0,Louvain,global,community_common_neighbors,1000.0,1000.0,0.928,0.928
enron,5.0,EgoNet-APM-W1,APM,W1,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-APM-W1,APM,W1,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-APM-W1,APM,W1,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-APM-W1,APM,W1,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-APM-W1,APM,W1,200.0,200.0,0.995,0.199
enron,5.0,EgoNet-APM-W1,APM,W1,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-APM-W1,APM,W1,1000.0,1000.0,0.889,0.889
enron,5.0,EgoNet-APM-W2,APM,W2,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-APM-W2,APM,W2,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-APM-W2,APM,W2,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-APM-W2,APM,W2,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-APM-W2,APM,W2,200.0,200.0,0.995,0.199
enron,5.0,EgoNet-APM-W2,APM,W2,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-APM-W2,APM,W2,1000.0,1000.0,0.889,0.889
enron,5.0,EgoNet-APM-W3,APM,W3,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-APM-W3,APM,W3,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-APM-W3,APM,W3,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-APM-W3,APM,W3,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-APM-W3,APM,W3,200.0,200.0,0.995,0.199
enron,5.0,EgoNet-APM-W3,APM,W3,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-APM-W3,APM,W3,1000.0,1000.0,0.887,0.887
enron,5.0,EgoNet-APM-W4,APM,W4,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-APM-W4,APM,W4,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-APM-W4,APM,W4,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-APM-W4,APM,W4,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-APM-W4,APM,W4,200.0,200.0,0.995,0.199
enron,5.0,EgoNet-APM-W4,APM,W4,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-APM-W4,APM,W4,1000.0,1000.0,0.889,0.889
enron,5.0,EgoNet-CC-W1,CC,W1,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-CC-W1,CC,W1,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-CC-W1,CC,W1,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-CC-W1,CC,W1,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-CC-W1,CC,W1,200.0,200.0,1.0,0.2
enron,5.0,EgoNet-CC-W1,CC,W1,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-CC-W1,CC,W1,1000.0,1000.0,0.964,0.964
enron,5.0,EgoNet-CC-W2,CC,W2,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-CC-W2,CC,W2,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-CC-W2,CC,W2,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-CC-W2,CC,W2,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-CC-W2,CC,W2,200.0,200.0,1.0,0.2
enron,5.0,EgoNet-CC-W2,CC,W2,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-CC-W2,CC,W2,1000.0,1000.0,0.964,0.964
enron,5.0,EgoNet-CC-W3,CC,W3,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-CC-W3,CC,W3,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-CC-W3,CC,W3,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-CC-W3,CC,W3,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-CC-W3,CC,W3,200.0,200.0,1.0,0.2
enron,5.0,EgoNet-CC-W3,CC,W3,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-CC-W3,CC,W3,1000.0,1000.0,0.947,0.947
enron,5.0,EgoNet-CC-W4,CC,W4,10.0,10.0,1.0,0.01
enron,5.0,EgoNet-CC-W4,CC,W4,20.0,20.0,1.0,0.02
enron,5.0,EgoNet-CC-W4,CC,W4,50.0,50.0,1.0,0.05
enron,5.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
enron,5.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
enron,5.0,EgoNet-CC-W4,CC,W4,500.0,500.0,0.998,0.499
enron,5.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.964,0.964
enron,5.0,Louvain,global,community_common_neighbors,10.0,10.0,1.0,0.01
enron,5.0,Louvain,global,community_common_neighbors,20.0,20.0,1.0,0.02
enron,5.0,Louvain,global,community_common_neighbors,50.0,50.0,0.96,0.048
enron,5.0,Louvain,global,community_common_neighbors,100.0,100.0,0.96,0.096
enron,5.0,Louvain,global,community_common_neighbors,200.0,200.0,0.98,0.196
enron,5.0,Louvain,global,community_common_neighbors,500.0,500.0,0.99,0.495
enron,5.0,Louvain,global,community_common_neighbors,1000.0,1000.0,0.919,0.919
astro_ph,1.0,EgoNet-APM-W1,APM,W1,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-APM-W1,APM,W1,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-APM-W1,APM,W1,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-APM-W1,APM,W1,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-APM-W1,APM,W1,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-APM-W1,APM,W1,500.0,500.0,1.0,0.5
astro_ph,1.0,EgoNet-APM-W1,APM,W1,1000.0,1000.0,0.961,0.961
astro_ph,1.0,EgoNet-APM-W2,APM,W2,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-APM-W2,APM,W2,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-APM-W2,APM,W2,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-APM-W2,APM,W2,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-APM-W2,APM,W2,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-APM-W2,APM,W2,500.0,500.0,1.0,0.5
astro_ph,1.0,EgoNet-APM-W2,APM,W2,1000.0,1000.0,0.961,0.961
astro_ph,1.0,EgoNet-APM-W3,APM,W3,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-APM-W3,APM,W3,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-APM-W3,APM,W3,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-APM-W3,APM,W3,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-APM-W3,APM,W3,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-APM-W3,APM,W3,500.0,500.0,1.0,0.5
astro_ph,1.0,EgoNet-APM-W3,APM,W3,1000.0,1000.0,0.959,0.959
astro_ph,1.0,EgoNet-APM-W4,APM,W4,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-APM-W4,APM,W4,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-APM-W4,APM,W4,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-APM-W4,APM,W4,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-APM-W4,APM,W4,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-APM-W4,APM,W4,500.0,500.0,1.0,0.5
astro_ph,1.0,EgoNet-APM-W4,APM,W4,1000.0,1000.0,0.961,0.961
astro_ph,1.0,EgoNet-CC-W1,CC,W1,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-CC-W1,CC,W1,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-CC-W1,CC,W1,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-CC-W1,CC,W1,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-CC-W1,CC,W1,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-CC-W1,CC,W1,500.0,500.0,0.998,0.499
astro_ph,1.0,EgoNet-CC-W1,CC,W1,1000.0,1000.0,0.975,0.975
astro_ph,1.0,EgoNet-CC-W2,CC,W2,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-CC-W2,CC,W2,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-CC-W2,CC,W2,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-CC-W2,CC,W2,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-CC-W2,CC,W2,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-CC-W2,CC,W2,500.0,500.0,1.0,0.5
astro_ph,1.0,EgoNet-CC-W2,CC,W2,1000.0,1000.0,0.975,0.975
astro_ph,1.0,EgoNet-CC-W3,CC,W3,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-CC-W3,CC,W3,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-CC-W3,CC,W3,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-CC-W3,CC,W3,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-CC-W3,CC,W3,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-CC-W3,CC,W3,500.0,500.0,0.998,0.499
astro_ph,1.0,EgoNet-CC-W3,CC,W3,1000.0,1000.0,0.972,0.972
astro_ph,1.0,EgoNet-CC-W4,CC,W4,10.0,10.0,1.0,0.01
astro_ph,1.0,EgoNet-CC-W4,CC,W4,20.0,20.0,1.0,0.02
astro_ph,1.0,EgoNet-CC-W4,CC,W4,50.0,50.0,1.0,0.05
astro_ph,1.0,EgoNet-CC-W4,CC,W4,100.0,100.0,1.0,0.1
astro_ph,1.0,EgoNet-CC-W4,CC,W4,200.0,200.0,1.0,0.2
astro_ph,1.0,EgoNet-CC-W4,CC,W4,500.0,500.0,1.0,0.5
astro_ph,1.0,EgoNet-CC-W4,CC,W4,1000.0,1000.0,0.974,0.974
astro_ph,1.0,Louvain,global,community_common_neighbors,10.0,10.0,1.0,0.01
astro_ph,1.0,Louvain,global,community_common_neighbors,20.0,20.0,1.0,0.02
astro_ph,1.0,Louvain,global,community_common_neighbors,50.0,50.0,1.0,0.05
astro_ph,1.0,Louvain,global,community_common_neighbors,100.0,100.0,1.0,0.1
astro_ph,1.0,Louvain,global,community_common_neighbors,200.0,200.0,1.0,0.2
